YearStart,YearEnd,LocationAbbr,LocationDesc,Data_Value,Income,GeoLocation,Stratification1,StratificationCategoryId1,StratificationID1
2011,2011,HI,Hawaii,19.9,"$35,000 - $49,999","(21.304850435000446, -157.85774940299973)","$35,000 - $49,999",INC,INC3550
2011,2011,HI,Hawaii,28.2,"$50,000 - $74,999","(21.304850435000446, -157.85774940299973)","$50,000 - $74,999",INC,INC5075
2011,2011,HI,Hawaii,21,"$75,000 or greater","(21.304850435000446, -157.85774940299973)","$75,000 or greater",INC,INC75PLUS
2011,2011,HI,Hawaii,15.9,Data not reported,"(21.304850435000446, -157.85774940299973)",Data not reported,INC,INCNR
2012,2012,HI,Hawaii,27.3,"Less than $15,000","(21.304850435000446, -157.85774940299973)","Less than $15,000",INC,INCLESS15
2012,2012,HI,Hawaii,25.3,"$15,000 - $24,999","(21.304850435000446, -157.85774940299973)","$15,000 - $24,999",INC,INC1525
2012,2012,HI,Hawaii,23.7,"$25,000 - $34,999","(21.304850435000446, -157.85774940299973)","$25,000 - $34,999",INC,INC2535
2012,2012,HI,Hawaii,24.9,"$35,000 - $49,999","(21.304850435000446, -157.85774940299973)","$35,000 - $49,999",INC,INC3550
2012,2012,HI,Hawaii,23.7,"$50,000 - $74,999","(21.304850435000446, -157.85774940299973)","$50,000 - $74,999",INC,INC5075
2012,2012,HI,Hawaii,22.9,"$75,000 or greater","(21.304850435000446, -157.85774940299973)","$75,000 or greater",INC,INC75PLUS
2012,2012,HI,Hawaii,18.2,Data not reported,"(21.304850435000446, -157.85774940299973)",Data not reported,INC,INCNR
2013,2013,HI,Hawaii,20.6,"Less than $15,000","(21.304850435000446, -157.85774940299973)","Less than $15,000",INC,INCLESS15
2013,2013,HI,Hawaii,26,"$15,000 - $24,999","(21.304850435000446, -157.85774940299973)","$15,000 - $24,999",INC,INC1525
2013,2013,HI,Hawaii,19.8,"$25,000 - $34,999","(21.304850435000446, -157.85774940299973)","$25,000 - $34,999",INC,INC2535
2013,2013,HI,Hawaii,23.4,"$35,000 - $49,999","(21.304850435000446, -157.85774940299973)","$35,000 - $49,999",INC,INC3550
2013,2013,HI,Hawaii,23.9,"$50,000 - $74,999","(21.304850435000446, -157.85774940299973)","$50,000 - $74,999",INC,INC5075
2013,2013,HI,Hawaii,20.8,"$75,000 or greater","(21.304850435000446, -157.85774940299973)","$75,000 or greater",INC,INC75PLUS
2013,2013,HI,Hawaii,17.1,Data not reported,"(21.304850435000446, -157.85774940299973)",Data not reported,INC,INCNR
2014,2014,HI,Hawaii,27,"Less than $15,000","(21.304850435000446, -157.85774940299973)","Less than $15,000",INC,INCLESS15
2014,2014,HI,Hawaii,23.9,"$15,000 - $24,999","(21.304850435000446, -157.85774940299973)","$15,000 - $24,999",INC,INC1525
2014,2014,HI,Hawaii,22.5,"$25,000 - $34,999","(21.304850435000446, -157.85774940299973)","$25,000 - $34,999",INC,INC2535
2014,2014,HI,Hawaii,21.5,"$35,000 - $49,999","(21.304850435000446, -157.85774940299973)","$35,000 - $49,999",INC,INC3550
2014,2014,HI,Hawaii,21.7,"$50,000 - $74,999","(21.304850435000446, -157.85774940299973)","$50,000 - $74,999",INC,INC5075
2014,2014,HI,Hawaii,21.4,"$75,000 or greater","(21.304850435000446, -157.85774940299973)","$75,000 or greater",INC,INC75PLUS
2014,2014,HI,Hawaii,17.4,Data not reported,"(21.304850435000446, -157.85774940299973)",Data not reported,INC,INCNR
2015,2015,HI,Hawaii,18.8,Data not reported,"(21.304850435000446, -157.85774940299973)",Data not reported,INC,INCNR
2015,2015,HI,Hawaii,21.6,"$75,000 or greater","(21.304850435000446, -157.85774940299973)","$75,000 or greater",INC,INC75PLUS
2015,2015,HI,Hawaii,22.3,"$15,000 - $24,999","(21.304850435000446, -157.85774940299973)","$15,000 - $24,999",INC,INC1525
2015,2015,HI,Hawaii,23.3,"$25,000 - $34,999","(21.304850435000446, -157.85774940299973)","$25,000 - $34,999",INC,INC2535
2015,2015,HI,Hawaii,23.7,"$35,000 - $49,999","(21.304850435000446, -157.85774940299973)","$35,000 - $49,999",INC,INC3550
2015,2015,HI,Hawaii,24.7,"$50,000 - $74,999","(21.304850435000446, -157.85774940299973)","$50,000 - $74,999",INC,INC5075
2015,2015,HI,Hawaii,27.1,"Less than $15,000","(21.304850435000446, -157.85774940299973)","Less than $15,000",INC,INCLESS15
2011,2011,ID,Idaho,30,"Less than $15,000","(43.682630005000476, -114.3637300419997)","Less than $15,000",INC,INCLESS15
2011,2011,ID,Idaho,29,"$15,000 - $24,999","(43.682630005000476, -114.3637300419997)","$15,000 - $24,999",INC,INC1525
2011,2011,ID,Idaho,29,"$25,000 - $34,999","(43.682630005000476, -114.3637300419997)","$25,000 - $34,999",INC,INC2535
2011,2011,ID,Idaho,26.5,"$35,000 - $49,999","(43.682630005000476, -114.3637300419997)","$35,000 - $49,999",INC,INC3550
2011,2011,ID,Idaho,28.9,"$50,000 - $74,999","(43.682630005000476, -114.3637300419997)","$50,000 - $74,999",INC,INC5075
2011,2011,ID,Idaho,22,"$75,000 or greater","(43.682630005000476, -114.3637300419997)","$75,000 or greater",INC,INC75PLUS
2011,2011,ID,Idaho,25.8,Data not reported,"(43.682630005000476, -114.3637300419997)",Data not reported,INC,INCNR
2012,2012,ID,Idaho,28,"Less than $15,000","(43.682630005000476, -114.3637300419997)","Less than $15,000",INC,INCLESS15
2012,2012,ID,Idaho,27.7,"$15,000 - $24,999","(43.682630005000476, -114.3637300419997)","$15,000 - $24,999",INC,INC1525
2012,2012,ID,Idaho,27,"$25,000 - $34,999","(43.682630005000476, -114.3637300419997)","$25,000 - $34,999",INC,INC2535
2012,2012,ID,Idaho,32.7,"$35,000 - $49,999","(43.682630005000476, -114.3637300419997)","$35,000 - $49,999",INC,INC3550
2012,2012,ID,Idaho,27.2,"$50,000 - $74,999","(43.682630005000476, -114.3637300419997)","$50,000 - $74,999",INC,INC5075
2012,2012,ID,Idaho,22.6,"$75,000 or greater","(43.682630005000476, -114.3637300419997)","$75,000 or greater",INC,INC75PLUS
2012,2012,ID,Idaho,21.9,Data not reported,"(43.682630005000476, -114.3637300419997)",Data not reported,INC,INCNR
2013,2013,ID,Idaho,33.7,"Less than $15,000","(43.682630005000476, -114.3637300419997)","Less than $15,000",INC,INCLESS15
2013,2013,ID,Idaho,32.1,"$15,000 - $24,999","(43.682630005000476, -114.3637300419997)","$15,000 - $24,999",INC,INC1525
2013,2013,ID,Idaho,32.2,"$25,000 - $34,999","(43.682630005000476, -114.3637300419997)","$25,000 - $34,999",INC,INC2535
2013,2013,ID,Idaho,33.6,"$35,000 - $49,999","(43.682630005000476, -114.3637300419997)","$35,000 - $49,999",INC,INC3550
2013,2013,ID,Idaho,30.7,"$50,000 - $74,999","(43.682630005000476, -114.3637300419997)","$50,000 - $74,999",INC,INC5075
2013,2013,ID,Idaho,23,"$75,000 or greater","(43.682630005000476, -114.3637300419997)","$75,000 or greater",INC,INC75PLUS
2013,2013,ID,Idaho,22.1,Data not reported,"(43.682630005000476, -114.3637300419997)",Data not reported,INC,INCNR
2014,2014,ID,Idaho,35.2,"Less than $15,000","(43.682630005000476, -114.3637300419997)","Less than $15,000",INC,INCLESS15
2014,2014,ID,Idaho,32,"$15,000 - $24,999","(43.682630005000476, -114.3637300419997)","$15,000 - $24,999",INC,INC1525
2014,2014,ID,Idaho,30.5,"$25,000 - $34,999","(43.682630005000476, -114.3637300419997)","$25,000 - $34,999",INC,INC2535
2014,2014,ID,Idaho,32.3,"$35,000 - $49,999","(43.682630005000476, -114.3637300419997)","$35,000 - $49,999",INC,INC3550
2014,2014,ID,Idaho,25.9,"$50,000 - $74,999","(43.682630005000476, -114.3637300419997)","$50,000 - $74,999",INC,INC5075
2014,2014,ID,Idaho,25.8,"$75,000 or greater","(43.682630005000476, -114.3637300419997)","$75,000 or greater",INC,INC75PLUS
2014,2014,ID,Idaho,23.2,Data not reported,"(43.682630005000476, -114.3637300419997)",Data not reported,INC,INCNR
2015,2015,ID,Idaho,22.5,"$75,000 or greater","(43.682630005000476, -114.3637300419997)","$75,000 or greater",INC,INC75PLUS
2015,2015,ID,Idaho,24.7,Data not reported,"(43.682630005000476, -114.3637300419997)",Data not reported,INC,INCNR
2015,2015,ID,Idaho,26.8,"$50,000 - $74,999","(43.682630005000476, -114.3637300419997)","$50,000 - $74,999",INC,INC5075
2015,2015,ID,Idaho,28.7,"Less than $15,000","(43.682630005000476, -114.3637300419997)","Less than $15,000",INC,INCLESS15
2015,2015,ID,Idaho,30.3,"$25,000 - $34,999","(43.682630005000476, -114.3637300419997)","$25,000 - $34,999",INC,INC2535
2015,2015,ID,Idaho,34.5,"$35,000 - $49,999","(43.682630005000476, -114.3637300419997)","$35,000 - $49,999",INC,INC3550
2015,2015,ID,Idaho,35.2,"$15,000 - $24,999","(43.682630005000476, -114.3637300419997)","$15,000 - $24,999",INC,INC1525
2011,2011,IL,Illinois,31.4,"$15,000 - $24,999","(40.48501028300046, -88.99771017799969)","$15,000 - $24,999",INC,INC1525
2011,2011,IL,Illinois,29.1,"Less than $15,000","(40.48501028300046, -88.99771017799969)","Less than $15,000",INC,INCLESS15
2011,2011,IL,Illinois,26.9,"$25,000 - $34,999","(40.48501028300046, -88.99771017799969)","$25,000 - $34,999",INC,INC2535
2011,2011,IL,Illinois,27.7,"$35,000 - $49,999","(40.48501028300046, -88.99771017799969)","$35,000 - $49,999",INC,INC3550
2011,2011,IL,Illinois,28.1,"$50,000 - $74,999","(40.48501028300046, -88.99771017799969)","$50,000 - $74,999",INC,INC5075
2011,2011,IL,Illinois,24.7,"$75,000 or greater","(40.48501028300046, -88.99771017799969)","$75,000 or greater",INC,INC75PLUS
2011,2011,IL,Illinois,19.3,Data not reported,"(40.48501028300046, -88.99771017799969)",Data not reported,INC,INCNR
2012,2012,IL,Illinois,34.7,"Less than $15,000","(40.48501028300046, -88.99771017799969)","Less than $15,000",INC,INCLESS15
2012,2012,IL,Illinois,28.6,"$15,000 - $24,999","(40.48501028300046, -88.99771017799969)","$15,000 - $24,999",INC,INC1525
2012,2012,IL,Illinois,28.9,"$25,000 - $34,999","(40.48501028300046, -88.99771017799969)","$25,000 - $34,999",INC,INC2535
2012,2012,IL,Illinois,27.2,"$35,000 - $49,999","(40.48501028300046, -88.99771017799969)","$35,000 - $49,999",INC,INC3550
2012,2012,IL,Illinois,30.5,"$50,000 - $74,999","(40.48501028300046, -88.99771017799969)","$50,000 - $74,999",INC,INC5075
2012,2012,IL,Illinois,25.3,"$75,000 or greater","(40.48501028300046, -88.99771017799969)","$75,000 or greater",INC,INC75PLUS
2012,2012,IL,Illinois,23.6,Data not reported,"(40.48501028300046, -88.99771017799969)",Data not reported,INC,INCNR
2013,2013,IL,Illinois,32.1,"Less than $15,000","(40.48501028300046, -88.99771017799969)","Less than $15,000",INC,INCLESS15
2013,2013,IL,Illinois,33,"$15,000 - $24,999","(40.48501028300046, -88.99771017799969)","$15,000 - $24,999",INC,INC1525
2013,2013,IL,Illinois,35.8,"$25,000 - $34,999","(40.48501028300046, -88.99771017799969)","$25,000 - $34,999",INC,INC2535
2013,2013,IL,Illinois,32.8,"$35,000 - $49,999","(40.48501028300046, -88.99771017799969)","$35,000 - $49,999",INC,INC3550
2013,2013,IL,Illinois,28,"$50,000 - $74,999","(40.48501028300046, -88.99771017799969)","$50,000 - $74,999",INC,INC5075
2013,2013,IL,Illinois,24.8,"$75,000 or greater","(40.48501028300046, -88.99771017799969)","$75,000 or greater",INC,INC75PLUS
2013,2013,IL,Illinois,23.2,Data not reported,"(40.48501028300046, -88.99771017799969)",Data not reported,INC,INCNR
2014,2014,IL,Illinois,35.5,"Less than $15,000","(40.48501028300046, -88.99771017799969)","Less than $15,000",INC,INCLESS15
2014,2014,IL,Illinois,32.6,"$15,000 - $24,999","(40.48501028300046, -88.99771017799969)","$15,000 - $24,999",INC,INC1525
2014,2014,IL,Illinois,31.7,"$25,000 - $34,999","(40.48501028300046, -88.99771017799969)","$25,000 - $34,999",INC,INC2535
2014,2014,IL,Illinois,29,"$35,000 - $49,999","(40.48501028300046, -88.99771017799969)","$35,000 - $49,999",INC,INC3550
2014,2014,IL,Illinois,30.3,"$50,000 - $74,999","(40.48501028300046, -88.99771017799969)","$50,000 - $74,999",INC,INC5075
2014,2014,IL,Illinois,25.9,"$75,000 or greater","(40.48501028300046, -88.99771017799969)","$75,000 or greater",INC,INC75PLUS
2014,2014,IL,Illinois,18.7,Data not reported,"(40.48501028300046, -88.99771017799969)",Data not reported,INC,INCNR
2015,2015,IL,Illinois,26,Data not reported,"(40.48501028300046, -88.99771017799969)",Data not reported,INC,INCNR
2015,2015,IL,Illinois,27.8,"$35,000 - $49,999","(40.48501028300046, -88.99771017799969)","$35,000 - $49,999",INC,INC3550
2015,2015,IL,Illinois,28.4,"$75,000 or greater","(40.48501028300046, -88.99771017799969)","$75,000 or greater",INC,INC75PLUS
2015,2015,IL,Illinois,30.1,"$25,000 - $34,999","(40.48501028300046, -88.99771017799969)","$25,000 - $34,999",INC,INC2535
2015,2015,IL,Illinois,31.6,"$50,000 - $74,999","(40.48501028300046, -88.99771017799969)","$50,000 - $74,999",INC,INC5075
2015,2015,IL,Illinois,36.1,"$15,000 - $24,999","(40.48501028300046, -88.99771017799969)","$15,000 - $24,999",INC,INC1525
2015,2015,IL,Illinois,37.7,"Less than $15,000","(40.48501028300046, -88.99771017799969)","Less than $15,000",INC,INCLESS15
2011,2011,IN,Indiana,35,"Less than $15,000","(39.766910452000445, -86.14996019399968)","Less than $15,000",INC,INCLESS15
2011,2011,IN,Indiana,35.3,"$15,000 - $24,999","(39.766910452000445, -86.14996019399968)","$15,000 - $24,999",INC,INC1525
2011,2011,IN,Indiana,32,"$25,000 - $34,999","(39.766910452000445, -86.14996019399968)","$25,000 - $34,999",INC,INC2535
2011,2011,IN,Indiana,30.3,"$35,000 - $49,999","(39.766910452000445, -86.14996019399968)","$35,000 - $49,999",INC,INC3550
2011,2011,IN,Indiana,32,"$50,000 - $74,999","(39.766910452000445, -86.14996019399968)","$50,000 - $74,999",INC,INC5075
2011,2011,IN,Indiana,26.4,"$75,000 or greater","(39.766910452000445, -86.14996019399968)","$75,000 or greater",INC,INC75PLUS
2011,2011,IN,Indiana,27.5,Data not reported,"(39.766910452000445, -86.14996019399968)",Data not reported,INC,INCNR
2012,2012,IN,Indiana,36.9,"Less than $15,000","(39.766910452000445, -86.14996019399968)","Less than $15,000",INC,INCLESS15
2012,2012,IN,Indiana,35.5,"$15,000 - $24,999","(39.766910452000445, -86.14996019399968)","$15,000 - $24,999",INC,INC1525
2012,2012,IN,Indiana,31.7,"$25,000 - $34,999","(39.766910452000445, -86.14996019399968)","$25,000 - $34,999",INC,INC2535
2012,2012,IN,Indiana,33.8,"$35,000 - $49,999","(39.766910452000445, -86.14996019399968)","$35,000 - $49,999",INC,INC3550
2012,2012,IN,Indiana,35.2,"$50,000 - $74,999","(39.766910452000445, -86.14996019399968)","$50,000 - $74,999",INC,INC5075
2012,2012,IN,Indiana,23.8,"$75,000 or greater","(39.766910452000445, -86.14996019399968)","$75,000 or greater",INC,INC75PLUS
2012,2012,IN,Indiana,26.7,Data not reported,"(39.766910452000445, -86.14996019399968)",Data not reported,INC,INCNR
2013,2013,IN,Indiana,37.1,"Less than $15,000","(39.766910452000445, -86.14996019399968)","Less than $15,000",INC,INCLESS15
2013,2013,IN,Indiana,34.8,"$15,000 - $24,999","(39.766910452000445, -86.14996019399968)","$15,000 - $24,999",INC,INC1525
2013,2013,IN,Indiana,33.7,"$25,000 - $34,999","(39.766910452000445, -86.14996019399968)","$25,000 - $34,999",INC,INC2535
2013,2013,IN,Indiana,34.4,"$35,000 - $49,999","(39.766910452000445, -86.14996019399968)","$35,000 - $49,999",INC,INC3550
2013,2013,IN,Indiana,33.2,"$50,000 - $74,999","(39.766910452000445, -86.14996019399968)","$50,000 - $74,999",INC,INC5075
2013,2013,IN,Indiana,27.1,"$75,000 or greater","(39.766910452000445, -86.14996019399968)","$75,000 or greater",INC,INC75PLUS
2013,2013,IN,Indiana,26.8,Data not reported,"(39.766910452000445, -86.14996019399968)",Data not reported,INC,INCNR
2014,2014,IN,Indiana,40.3,"Less than $15,000","(39.766910452000445, -86.14996019399968)","Less than $15,000",INC,INCLESS15
2014,2014,IN,Indiana,34.7,"$15,000 - $24,999","(39.766910452000445, -86.14996019399968)","$15,000 - $24,999",INC,INC1525
2014,2014,IN,Indiana,31,"$25,000 - $34,999","(39.766910452000445, -86.14996019399968)","$25,000 - $34,999",INC,INC2535
2014,2014,IN,Indiana,34.8,"$35,000 - $49,999","(39.766910452000445, -86.14996019399968)","$35,000 - $49,999",INC,INC3550
2014,2014,IN,Indiana,31.9,"$50,000 - $74,999","(39.766910452000445, -86.14996019399968)","$50,000 - $74,999",INC,INC5075
2014,2014,IN,Indiana,30.6,"$75,000 or greater","(39.766910452000445, -86.14996019399968)","$75,000 or greater",INC,INC75PLUS
2014,2014,IN,Indiana,27.6,Data not reported,"(39.766910452000445, -86.14996019399968)",Data not reported,INC,INCNR
2015,2015,IN,Indiana,26.2,Data not reported,"(39.766910452000445, -86.14996019399968)",Data not reported,INC,INCNR
2015,2015,IN,Indiana,28.4,"$75,000 or greater","(39.766910452000445, -86.14996019399968)","$75,000 or greater",INC,INC75PLUS
2015,2015,IN,Indiana,29.6,"$35,000 - $49,999","(39.766910452000445, -86.14996019399968)","$35,000 - $49,999",INC,INC3550
2015,2015,IN,Indiana,32.3,"Less than $15,000","(39.766910452000445, -86.14996019399968)","Less than $15,000",INC,INCLESS15
2015,2015,IN,Indiana,33.9,"$50,000 - $74,999","(39.766910452000445, -86.14996019399968)","$50,000 - $74,999",INC,INC5075
2015,2015,IN,Indiana,34,"$15,000 - $24,999","(39.766910452000445, -86.14996019399968)","$15,000 - $24,999",INC,INC1525
2015,2015,IN,Indiana,38.1,"$25,000 - $34,999","(39.766910452000445, -86.14996019399968)","$25,000 - $34,999",INC,INC2535
2011,2011,IA,Iowa,28.5,"Less than $15,000","(42.46940091300047, -93.81649055599968)","Less than $15,000",INC,INCLESS15
2011,2011,IA,Iowa,33.8,"$15,000 - $24,999","(42.46940091300047, -93.81649055599968)","$15,000 - $24,999",INC,INC1525
2011,2011,IA,Iowa,32.1,"$25,000 - $34,999","(42.46940091300047, -93.81649055599968)","$25,000 - $34,999",INC,INC2535
2011,2011,IA,Iowa,32.7,"$35,000 - $49,999","(42.46940091300047, -93.81649055599968)","$35,000 - $49,999",INC,INC3550
2011,2011,IA,Iowa,33.3,"$50,000 - $74,999","(42.46940091300047, -93.81649055599968)","$50,000 - $74,999",INC,INC5075
2011,2011,IA,Iowa,25,"$75,000 or greater","(42.46940091300047, -93.81649055599968)","$75,000 or greater",INC,INC75PLUS
2011,2011,IA,Iowa,20.1,Data not reported,"(42.46940091300047, -93.81649055599968)",Data not reported,INC,INCNR
2012,2012,IA,Iowa,37.4,"Less than $15,000","(42.46940091300047, -93.81649055599968)","Less than $15,000",INC,INCLESS15
2012,2012,IA,Iowa,36.6,"$15,000 - $24,999","(42.46940091300047, -93.81649055599968)","$15,000 - $24,999",INC,INC1525
2012,2012,IA,Iowa,30.1,"$25,000 - $34,999","(42.46940091300047, -93.81649055599968)","$25,000 - $34,999",INC,INC2535
2012,2012,IA,Iowa,31.1,"$35,000 - $49,999","(42.46940091300047, -93.81649055599968)","$35,000 - $49,999",INC,INC3550
2012,2012,IA,Iowa,30.5,"$50,000 - $74,999","(42.46940091300047, -93.81649055599968)","$50,000 - $74,999",INC,INC5075
2012,2012,IA,Iowa,27.8,"$75,000 or greater","(42.46940091300047, -93.81649055599968)","$75,000 or greater",INC,INC75PLUS
2012,2012,IA,Iowa,23.9,Data not reported,"(42.46940091300047, -93.81649055599968)",Data not reported,INC,INCNR
2013,2013,IA,Iowa,37.1,"Less than $15,000","(42.46940091300047, -93.81649055599968)","Less than $15,000",INC,INCLESS15
2013,2013,IA,Iowa,33,"$15,000 - $24,999","(42.46940091300047, -93.81649055599968)","$15,000 - $24,999",INC,INC1525
2013,2013,IA,Iowa,32.1,"$25,000 - $34,999","(42.46940091300047, -93.81649055599968)","$25,000 - $34,999",INC,INC2535
2013,2013,IA,Iowa,33.1,"$35,000 - $49,999","(42.46940091300047, -93.81649055599968)","$35,000 - $49,999",INC,INC3550
2013,2013,IA,Iowa,31.4,"$50,000 - $74,999","(42.46940091300047, -93.81649055599968)","$50,000 - $74,999",INC,INC5075
2013,2013,IA,Iowa,29.4,"$75,000 or greater","(42.46940091300047, -93.81649055599968)","$75,000 or greater",INC,INC75PLUS
2013,2013,IA,Iowa,25.5,Data not reported,"(42.46940091300047, -93.81649055599968)",Data not reported,INC,INCNR
2014,2014,IA,Iowa,32.8,"Less than $15,000","(42.46940091300047, -93.81649055599968)","Less than $15,000",INC,INCLESS15
2014,2014,IA,Iowa,35.2,"$15,000 - $24,999","(42.46940091300047, -93.81649055599968)","$15,000 - $24,999",INC,INC1525
2014,2014,IA,Iowa,34.7,"$25,000 - $34,999","(42.46940091300047, -93.81649055599968)","$25,000 - $34,999",INC,INC2535
2014,2014,IA,Iowa,31,"$35,000 - $49,999","(42.46940091300047, -93.81649055599968)","$35,000 - $49,999",INC,INC3550
2014,2014,IA,Iowa,30.8,"$50,000 - $74,999","(42.46940091300047, -93.81649055599968)","$50,000 - $74,999",INC,INC5075
2014,2014,IA,Iowa,28.9,"$75,000 or greater","(42.46940091300047, -93.81649055599968)","$75,000 or greater",INC,INC75PLUS
2014,2014,IA,Iowa,26.4,Data not reported,"(42.46940091300047, -93.81649055599968)",Data not reported,INC,INCNR
2015,2015,IA,Iowa,24.7,Data not reported,"(42.46940091300047, -93.81649055599968)",Data not reported,INC,INCNR
2015,2015,IA,Iowa,28,"$75,000 or greater","(42.46940091300047, -93.81649055599968)","$75,000 or greater",INC,INC75PLUS
2015,2015,IA,Iowa,32.1,"Less than $15,000","(42.46940091300047, -93.81649055599968)","Less than $15,000",INC,INCLESS15
2015,2015,IA,Iowa,33.9,"$35,000 - $49,999","(42.46940091300047, -93.81649055599968)","$35,000 - $49,999",INC,INC3550
2015,2015,IA,Iowa,35.1,"$15,000 - $24,999","(42.46940091300047, -93.81649055599968)","$15,000 - $24,999",INC,INC1525
2015,2015,IA,Iowa,38,"$50,000 - $74,999","(42.46940091300047, -93.81649055599968)","$50,000 - $74,999",INC,INC5075
2015,2015,IA,Iowa,38.7,"$25,000 - $34,999","(42.46940091300047, -93.81649055599968)","$25,000 - $34,999",INC,INC2535
2011,2011,KS,Kansas,35.8,"Less than $15,000","(38.34774030000045, -98.20078122699965)","Less than $15,000",INC,INCLESS15
2011,2011,KS,Kansas,31.8,"$15,000 - $24,999","(38.34774030000045, -98.20078122699965)","$15,000 - $24,999",INC,INC1525
2011,2011,KS,Kansas,30.9,"$25,000 - $34,999","(38.34774030000045, -98.20078122699965)","$25,000 - $34,999",INC,INC2535
2011,2011,KS,Kansas,32.7,"$35,000 - $49,999","(38.34774030000045, -98.20078122699965)","$35,000 - $49,999",INC,INC3550
2011,2011,KS,Kansas,31,"$50,000 - $74,999","(38.34774030000045, -98.20078122699965)","$50,000 - $74,999",INC,INC5075
2011,2011,KS,Kansas,25.6,"$75,000 or greater","(38.34774030000045, -98.20078122699965)","$75,000 or greater",INC,INC75PLUS
2011,2011,KS,Kansas,24.4,Data not reported,"(38.34774030000045, -98.20078122699965)",Data not reported,INC,INCNR
2012,2012,KS,Kansas,36.5,"Less than $15,000","(38.34774030000045, -98.20078122699965)","Less than $15,000",INC,INCLESS15
2012,2012,KS,Kansas,34.2,"$15,000 - $24,999","(38.34774030000045, -98.20078122699965)","$15,000 - $24,999",INC,INC1525
2012,2012,KS,Kansas,33.2,"$25,000 - $34,999","(38.34774030000045, -98.20078122699965)","$25,000 - $34,999",INC,INC2535
2012,2012,KS,Kansas,30.8,"$35,000 - $49,999","(38.34774030000045, -98.20078122699965)","$35,000 - $49,999",INC,INC3550
2012,2012,KS,Kansas,30.8,"$50,000 - $74,999","(38.34774030000045, -98.20078122699965)","$50,000 - $74,999",INC,INC5075
2012,2012,KS,Kansas,24,"$75,000 or greater","(38.34774030000045, -98.20078122699965)","$75,000 or greater",INC,INC75PLUS
2012,2012,KS,Kansas,25.2,Data not reported,"(38.34774030000045, -98.20078122699965)",Data not reported,INC,INCNR
2013,2013,KS,Kansas,35.3,"Less than $15,000","(38.34774030000045, -98.20078122699965)","Less than $15,000",INC,INCLESS15
2013,2013,KS,Kansas,33.6,"$15,000 - $24,999","(38.34774030000045, -98.20078122699965)","$15,000 - $24,999",INC,INC1525
2013,2013,KS,Kansas,31.1,"$25,000 - $34,999","(38.34774030000045, -98.20078122699965)","$25,000 - $34,999",INC,INC2535
2013,2013,KS,Kansas,31.7,"$35,000 - $49,999","(38.34774030000045, -98.20078122699965)","$35,000 - $49,999",INC,INC3550
2013,2013,KS,Kansas,30.6,"$50,000 - $74,999","(38.34774030000045, -98.20078122699965)","$50,000 - $74,999",INC,INC5075
2013,2013,KS,Kansas,26.2,"$75,000 or greater","(38.34774030000045, -98.20078122699965)","$75,000 or greater",INC,INC75PLUS
2013,2013,KS,Kansas,25.5,Data not reported,"(38.34774030000045, -98.20078122699965)",Data not reported,INC,INCNR
2014,2014,KS,Kansas,33,"$50,000 - $74,999","(38.34774030000045, -98.20078122699965)","$50,000 - $74,999",INC,INC5075
2014,2014,KS,Kansas,34.7,"Less than $15,000","(38.34774030000045, -98.20078122699965)","Less than $15,000",INC,INCLESS15
2014,2014,KS,Kansas,34,"$15,000 - $24,999","(38.34774030000045, -98.20078122699965)","$15,000 - $24,999",INC,INC1525
2014,2014,KS,Kansas,36.7,"$25,000 - $34,999","(38.34774030000045, -98.20078122699965)","$25,000 - $34,999",INC,INC2535
2014,2014,KS,Kansas,33.2,"$35,000 - $49,999","(38.34774030000045, -98.20078122699965)","$35,000 - $49,999",INC,INC3550
2014,2014,KS,Kansas,27.7,"$75,000 or greater","(38.34774030000045, -98.20078122699965)","$75,000 or greater",INC,INC75PLUS
2014,2014,KS,Kansas,25.7,Data not reported,"(38.34774030000045, -98.20078122699965)",Data not reported,INC,INCNR
2015,2015,KS,Kansas,29.6,Data not reported,"(38.34774030000045, -98.20078122699965)",Data not reported,INC,INCNR
2015,2015,KS,Kansas,31,"$75,000 or greater","(38.34774030000045, -98.20078122699965)","$75,000 or greater",INC,INC75PLUS
2015,2015,KS,Kansas,34.3,"$50,000 - $74,999","(38.34774030000045, -98.20078122699965)","$50,000 - $74,999",INC,INC5075
2015,2015,KS,Kansas,37.3,"$35,000 - $49,999","(38.34774030000045, -98.20078122699965)","$35,000 - $49,999",INC,INC3550
2015,2015,KS,Kansas,37.7,"$15,000 - $24,999","(38.34774030000045, -98.20078122699965)","$15,000 - $24,999",INC,INC1525
2015,2015,KS,Kansas,38,"$25,000 - $34,999","(38.34774030000045, -98.20078122699965)","$25,000 - $34,999",INC,INC2535
2015,2015,KS,Kansas,38.4,"Less than $15,000","(38.34774030000045, -98.20078122699965)","Less than $15,000",INC,INCLESS15
2011,2011,KY,Kentucky,36.6,"Less than $15,000","(37.645970271000465, -84.77497104799966)","Less than $15,000",INC,INCLESS15
2011,2011,KY,Kentucky,35.6,"$15,000 - $24,999","(37.645970271000465, -84.77497104799966)","$15,000 - $24,999",INC,INC1525
2011,2011,KY,Kentucky,30,"$25,000 - $34,999","(37.645970271000465, -84.77497104799966)","$25,000 - $34,999",INC,INC2535
2011,2011,KY,Kentucky,33.7,"$35,000 - $49,999","(37.645970271000465, -84.77497104799966)","$35,000 - $49,999",INC,INC3550
